domain,fqcn,member,kind,signature_or_value,notes
network,ic2.api.network.buffer.IInputBuffer,readFluidStack,method,FluidStack readFluidStack(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readUUID,method,UUID readUUID(),DECLARED
network,ic2.api.network.buffer.IInputBuffer,readRegistryKey,method,ResourceKey<T> readRegistryKey(ResourceKey<Registry<T>> key),DECLARED
network,ic2.api.network.buffer.INetworkDataBuffer,write,method,void write(IOutputBuffer buffer),DECLARED
network,ic2.api.network.buffer.INetworkDataBuffer,read,method,void read(IInputBuffer buffer),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeBoolean,method,void writeBoolean(boolean value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeByte,method,void writeByte(byte value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeShort,method,void writeShort(short value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeMedium,method,void writeMedium(int value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeInt,method,void writeInt(int value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeVarInt,method,void writeVarInt(int value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeFloat,method,void writeFloat(float value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeDouble,method,void writeDouble(double value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeLong,method,void writeLong(long value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeData,method,"void writeData(long value, BitLevel type)",DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeChar,method,void writeChar(char value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeEnum,method,void writeEnum(Enum<?> value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeString,method,void writeString(String value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeBytes,method,void writeBytes(byte[] value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeNBTData,method,void writeNBTData(CompoundTag value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeForgeEntry,method,"void writeForgeEntry(T value, IForgeRegistry<T> registry)",DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeItemStack,method,void writeItemStack(ItemStack stack),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeFluidStack,method,void writeFluidStack(FluidStack stack),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeUUID,method,void writeUUID(UUID value),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeRegistryKey,method,void writeRegistryKey(ResourceKey<?> key),DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeItemStack,method,"void writeItemStack(ItemStack stack, IOutputBuffer buffer)",DECLARED
network,ic2.api.network.buffer.IOutputBuffer,writeEnum,method,"void writeEnum(Enum<?> value, IOutputBuffer buffer)",DECLARED
network,ic2.api.network.container.IContainerDataEvent,onDataReceived,method,"void onDataReceived(int key, int value)",DECLARED
network,ic2.api.network.item.INetworkItemBufferEvent,onDataBufferReceived,method,"void onDataBufferReceived(ItemStack stack, Player player, String id, T buffer, Dist targetSide)",DECLARED
network,ic2.api.network.item.INetworkItemEvent,onEventReceived,method,"void onEventReceived(ItemStack stack, Player player, int key, int value, Dist target)",DECLARED
network,ic2.api.network.tile.INetworkClientEventListener,onClientDataReceived,method,"void onClientDataReceived(Player entity, int key, int value)",DECLARED
network,ic2.api.network.tile.INetworkDataEventListener,onDataBufferReceived,method,"void onDataBufferReceived(Player player, String id, INetworkDataBuffer data, Dist target)",DECLARED
network,ic2.api.network.tile.INetworkEventListener,onServerDataReceived,method,"void onServerDataReceived(int key, int value)",DECLARED
network,ic2.api.network.tile.INetworkFieldNotifier,onNetworkFieldChanged,method,"void onNetworkFieldChanged(Set<String> fields, Player player)",DECLARED
network,ic2.api.network.tile.INetworkFieldNotifier,onGuiFieldChanged,method,"void onGuiFieldChanged(Set<String> fields, Player player)",DECLARED
network,ic2.api.network.tile.INetworkFieldProvider,getNetworkFields,method,List<String> getNetworkFields(),DECLARED
network,ic2.api.network.tile.INetworkFieldProvider,getGuiFields,method,List<String> getGuiFields(),DECLARED
network,ic2.api.network.tile.INetworkFieldProvider,isDefaultData,method,boolean isDefaultData(String fieldName),DECLARED
network,ic2.api.network.tile.PacketRange,PacketRange,enum,"SHORT_RANGE,LONG_RANGE,CHUNK_TRACKED,ALL_DIM,ALL_SERVER",
reactor,ic2.api.reactor.IChamberReactor,refreshChambers,method,void refreshChambers(),DECLARED
reactor,ic2.api.reactor.IChamberReactor,getWidth,method,int getWidth(),DECLARED
reactor,ic2.api.reactor.IChamberReactor,getHeight,method,int getHeight(),DECLARED
reactor,ic2.api.reactor.IReactor,getHeat,method,int getHeat(),DECLARED
reactor,ic2.api.reactor.IReactor,setHeat,method,void setHeat(int newHeat),DECLARED
reactor,ic2.api.reactor.IReactor,addHeat,method,void addHeat(int heat),DECLARED
reactor,ic2.api.reactor.IReactor,getMaxHeat,method,int getMaxHeat(),DECLARED
reactor,ic2.api.reactor.IReactor,setMaxHeat,method,void setMaxHeat(int heat),DECLARED
reactor,ic2.api.reactor.IReactor,getHeatEffectModifier,method,float getHeatEffectModifier(),DECLARED
reactor,ic2.api.reactor.IReactor,setHeatEffectModifier,method,void setHeatEffectModifier(float hem),DECLARED
reactor,ic2.api.reactor.IReactor,getEnergyOutput,method,double getEnergyOutput(),DECLARED
reactor,ic2.api.reactor.IReactor,addOutput,method,void addOutput(float output),DECLARED
reactor,ic2.api.reactor.IReactor,getStackInReactor,method,"ItemStack getStackInReactor(int x, int y)",DECLARED
reactor,ic2.api.reactor.IReactor,setStackInReactor,method,"void setStackInReactor(int x, int y, ItemStack stack)",DECLARED
reactor,ic2.api.reactor.IReactor,explode,method,void explode(),DECLARED
reactor,ic2.api.reactor.IReactor,getTickRate,method,int getTickRate(),DECLARED
reactor,ic2.api.reactor.IReactor,isProducingEnergy,method,boolean isProducingEnergy(),DECLARED
reactor,ic2.api.reactor.IReactorChamber,getReactor,method,IReactor getReactor(),DECLARED
reactor,ic2.api.reactor.IReactorComponent,isValidForReactor,method,"boolean isValidForReactor(ItemStack stack, IReactor reactor)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,processChamber,method,"void processChamber(ItemStack stack, IReactor reactor, int x, int y, boolean heatCalculation, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,acceptUraniumPulse,method,"boolean acceptUraniumPulse(ItemStack stack, IReactor reactor, ItemStack source, int myX, int myY, int sourceX, int sourceY, boolean heatRun, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,canStoreHeat,method,"boolean canStoreHeat(ItemStack stack, IReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,getStoredHeat,method,"int getStoredHeat(ItemStack stack, IReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,getMaxStoredHeat,method,"int getMaxStoredHeat(ItemStack stack, IReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,storeHeat,method,"int storeHeat(ItemStack stack, IReactor reactor, int x, int y, int heatChange)",DECLARED
reactor,ic2.api.reactor.IReactorComponent,getExplosionInfluence,method,"float getExplosionInfluence(ItemStack stack, IReactor reactor)",DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,FORMAT,field,DecimalFormat FORMAT,unknown
reactor,ic2.api.reactor.IReactorPlannerComponent,NULL_VALUE,field,NumericTag NULL_VALUE,valueOf()
reactor,ic2.api.reactor.IReactorPlannerComponent,applyStackSize,method,"ItemStack applyStackSize(ItemStack newStack, int size)",DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getStackSize,method,int getStackSize(ItemStack input),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,provideComponents,method,void provideComponents(NonNullList<ItemStack> list),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getComponentID,method,short getComponentID(ItemStack stack),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,createSimulationComponent,method,SimulatedStack createSimulationComponent(ItemStack self),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,addToolTip,method,"void addToolTip(ItemStack stack, Consumer<Component> tooltips)",DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,addAffectedSlots,method,"void addAffectedSlots(int x, int y, BiPredicate<Integer, Integer> slots)",DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getSupportedReactor,method,ReactorType getSupportedReactor(ItemStack stack),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getType,method,ComponentType getType(ItemStack stack),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getStats,method,List<ReactorStat> getStats(ItemStack stack),DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getReactorStat,method,"NumericTag getReactorStat(ReactorStat stat, ItemStack stack)",DECLARED
reactor,ic2.api.reactor.IReactorPlannerComponent,getReactorStat,method,"NumericTag getReactorStat(ReactorStat stat, ItemStack stack, IReactor planner, int x, int y)",DECLARED
reactor,ic2.api.reactor.IReactorProduct,isValidForReactor,method,"boolean isValidForReactor(ItemStack stack, IReactor reactor)",DECLARED
reactor,ic2.api.reactor.ISteamReactor,getWaterTank,method,FluidTank getWaterTank(),DECLARED
reactor,ic2.api.reactor.ISteamReactor,getSteamTank,method,FluidTank getSteamTank(),DECLARED
reactor,ic2.api.reactor.IUsableUranium,createDepletedUraniumRod,method,ItemStack createDepletedUraniumRod(),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,maxDamage,field,int maxDamage,unknown
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,damage,field,int damage,unknown
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,id,field,short id,unknown
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,save,method,CompoundTag save(),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,load,method,void load(CompoundTag data),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,commitState,method,void commitState(),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,reset,method,void reset(),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,acceptUraniumPulse,method,"boolean acceptUraniumPulse(ISimulatedReactor reactor, int x, int y, SimulatedStack source, int sourceX, int sourceY, boolean heatRun, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,canStoreHeat,method,"boolean canStoreHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,getStoredHeat,method,"int getStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,getMaxStoredHeat,method,"int getMaxStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,storeHeat,method,"int storeHeat(ISimulatedReactor reactor, int x, int y, int heatChange)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,canViewHeat,method,"boolean canViewHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,getExplosionInfluence,method,float getExplosionInfluence(ISimulatedReactor reactor),DECLARED
reactor,ic2.api.reactor.planner.BaseDurabilitySimulatedStack,getId,method,short getId(),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,maxHeat,field,int maxHeat,unknown
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,heat,field,int heat,unknown
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,id,field,short id,unknown
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,heatChanges,field,Tracker heatChanges,unknown
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,save,method,CompoundTag save(),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,load,method,void load(CompoundTag data),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,commitState,method,void commitState(),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,reset,method,void reset(),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,acceptUraniumPulse,method,"boolean acceptUraniumPulse(ISimulatedReactor reactor, int x, int y, SimulatedStack source, int sourceX, int sourceY, boolean heatRun, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,canStoreHeat,method,"boolean canStoreHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,getStoredHeat,method,"int getStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,getMaxStoredHeat,method,"int getMaxStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,storeHeat,method,"int storeHeat(ISimulatedReactor reactor, int x, int y, int heatChange)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,canViewHeat,method,"boolean canViewHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,getExplosionInfluence,method,float getExplosionInfluence(ISimulatedReactor reactor),DECLARED
reactor,ic2.api.reactor.planner.BaseHeatSimulatedStack,getId,method,short getId(),DECLARED
reactor,ic2.api.reactor.planner.FloatTracker,addChange,method,void addChange(float value),DECLARED
reactor,ic2.api.reactor.planner.FloatTracker,commit,method,void commit(),DECLARED
reactor,ic2.api.reactor.planner.FloatTracker,reset,method,void reset(),DECLARED
reactor,ic2.api.reactor.planner.FloatTracker,getAverage,method,float getAverage(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getItem,method,"SimulatedStack getItem(int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,markBroken,method,"void markBroken(int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,addBreedingPulse,method,void addBreedingPulse(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,addFuelPulse,method,void addFuelPulse(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getHeat,method,int getHeat(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,setHeat,method,void setHeat(int newHeat),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,addHeat,method,void addHeat(int heat),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getMaxHeat,method,int getMaxHeat(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,setMaxHeat,method,void setMaxHeat(int heat),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getHeatEffectModifier,method,float getHeatEffectModifier(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,setHeatEffectModifier,method,void setHeatEffectModifier(float hem),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,addOutput,method,void addOutput(float output),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getEnergyOutput,method,float getEnergyOutput(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,addSteam,method,void addSteam(int amount),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,consumeWater,method,int consumeWater(int amount),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,isProducingEnergy,method,boolean isProducingEnergy(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,isSteamReactor,method,boolean isSteamReactor(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,isSimulatingPulses,method,boolean isSimulatingPulses(),DECLARED
reactor,ic2.api.reactor.planner.ISimulatedReactor,getGameTime,method,long getGameTime(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,NULL_VALUE,field,NumericTag NULL_VALUE,valueOf()
reactor,ic2.api.reactor.planner.SimulatedStack,syncStack,method,ItemStack syncStack(ItemStack original),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,save,method,CompoundTag save(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,load,method,void load(CompoundTag data),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,commitState,method,void commitState(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,reset,method,void reset(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,simulate,method,"void simulate(ISimulatedReactor reactor, int x, int y, boolean heatTick, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,acceptUraniumPulse,method,"boolean acceptUraniumPulse(ISimulatedReactor reactor, int x, int y, SimulatedStack source, int sourceX, int sourceY, boolean heatRun, boolean damageTick)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,canStoreHeat,method,"boolean canStoreHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getStoredHeat,method,"int getStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getMaxStoredHeat,method,"int getMaxStoredHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,storeHeat,method,"int storeHeat(ISimulatedReactor reactor, int x, int y, int heatChange)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,canViewHeat,method,"boolean canViewHeat(ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getExplosionInfluence,method,float getExplosionInfluence(ISimulatedReactor reactor),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getId,method,short getId(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getStats,method,List<ReactorStat> getStats(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getValidType,method,ReactorType getValidType(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getComponentType,method,ComponentType getComponentType(),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getStat,method,NumericTag getStat(ReactorStat stat),DECLARED
reactor,ic2.api.reactor.planner.SimulatedStack,getStat,method,"NumericTag getStat(ReactorStat stat, ISimulatedReactor reactor, int x, int y)",DECLARED
reactor,ic2.api.reactor.planner.Tracker,save,method,CompoundTag save(CompoundTag tag),DECLARED
reactor,ic2.api.reactor.planner.Tracker,load,method,void load(CompoundTag tag),DECLARED
reactor,ic2.api.reactor.planner.Tracker,addChange,method,void addChange(int value),DECLARED
reactor,ic2.api.reactor.planner.Tracker,commit,method,void commit(),DECLARED
reactor,ic2.api.reactor.planner.Tracker,reset,method,void reset(),DECLARED
reactor,ic2.api.reactor.planner.Tracker,getAverage,method,float getAverage(),DECLARED
reactor,ic2.api.reactor.planner.Tracker,getCount,method,int getCount(),DECLARED
reactor,ic2.api.reactor.planner.Tracker,getTotal,method,int getTotal(),DECLARED
recipes,ic2.api.recipes.RecipeRegistry,INGREDIENTS,field,IIngredientRegistry INGREDIENTS,unknown
recipes,ic2.api.recipes.RecipeRegistry,CRAFTING,field,IAdvancedCraftingManager CRAFTING,unknown
recipes,ic2.api.recipes.RecipeRegistry,UU_SHAPES,field,SidedObject<IUUMatterRegistry> UU_SHAPES,unknown
recipes,ic2.api.recipes.RecipeRegistry,FURNACE,field,SidedObject<IMachineRecipeList> FURNACE,unknown
recipes,ic2.api.recipes.RecipeRegistry,BLAST_FURNACE,field,SidedObject<IMachineRecipeList> BLAST_FURNACE,unknown
recipes,ic2.api.recipes.RecipeRegistry,SMOKER,field,SidedObject<IMachineRecipeList> SMOKER,unknown
recipes,ic2.api.recipes.RecipeRegistry,MACERATOR,field,SidedObject<IMachineRecipeList> MACERATOR,unknown
recipes,ic2.api.recipes.RecipeRegistry,EXTRACTOR,field,SidedObject<IMachineRecipeList> EXTRACTOR,unknown
recipes,ic2.api.recipes.RecipeRegistry,COMPRESSOR,field,SidedObject<IMachineRecipeList> COMPRESSOR,unknown
recipes,ic2.api.recipes.RecipeRegistry,RECYCLER,field,SidedObject<IRecyclerRecipeList> RECYCLER,unknown
recipes,ic2.api.recipes.RecipeRegistry,SAWMILL,field,SidedObject<IMachineRecipeList> SAWMILL,unknown
recipes,ic2.api.recipes.RecipeRegistry,RARE_EARTH,field,SidedObject<IRareEarthRegistry> RARE_EARTH,unknown
recipes,ic2.api.recipes.RecipeRegistry,CANNER,field,SidedObject<ICannerRecipeRegistry> CANNER,unknown
recipes,ic2.api.recipes.RecipeRegistry,ELECTROLYZER,field,SidedObject<IElectrolyzerRecipeList> ELECTROLYZER,unknown
recipes,ic2.api.recipes.RecipeRegistry,MIXING_FURNACE,field,SidedObject<IMachineRecipeList> MIXING_FURNACE,unknown
recipes,ic2.api.recipes.RecipeRegistry,SCRAP_BOX,field,SidedObject<IScrapBoxRegistry> SCRAP_BOX,unknown
recipes,ic2.api.recipes.RecipeRegistry,MASS_FABRICATOR,field,SidedObject<IMachineRecipeList> MASS_FABRICATOR,unknown
recipes,ic2.api.recipes.RecipeRegistry,CAN_EFFECTS,field,IFoodCanRegistry CAN_EFFECTS,unknown
recipes,ic2.api.recipes.RecipeRegistry,POTION_BREWING,field,SidedObject<IPotionBrewRegistry> POTION_BREWING,unknown
recipes,ic2.api.recipes.RecipeRegistry,FLUID_FUELS,field,SidedObject<IFluidFuelRegistry> FLUID_FUELS,unknown
recipes,ic2.api.recipes.RecipeRegistry,FUSION_REACTOR,field,SidedObject<IFusionRecipeList> FUSION_REACTOR,unknown
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,EMPTY,field,IOutputGenerator EMPTY,unknown
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,addItems,method,void addItems(Consumer<ItemStack> output),DECLARED
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.generators.IOutputGenerator,addItems,method,void addItems(Consumer<ItemStack> output),DECLARED
recipes,ic2.api.recipes.ingridients.generators.IOutputGenerator,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.generators.ItemGenerator,addItems,method,void addItems(Consumer<ItemStack> output),DECLARED
recipes,ic2.api.recipes.ingridients.generators.ItemGenerator,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.generators.ItemWithNBTGenerator,addItems,method,void addItems(Consumer<ItemStack> output),DECLARED
recipes,ic2.api.recipes.ingridients.generators.ItemWithNBTGenerator,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,INSTANCE,field,IInput INSTANCE,unknown
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,matchesAll,method,boolean matchesAll(ItemStack... stacks),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,matchesAny,method,boolean matchesAny(ItemStack... stacks),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,writeItemStack,method,"JsonObject writeItemStack(ItemStack stack, boolean includeSize)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,writeFluidStack,method,JsonObject writeFluidStack(FluidStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,readFluidStack,method,FluidStack readFluidStack(JsonObject obj),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,readNBT,method,CompoundTag readNBT(String s),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,copyWithSize,method,"ItemStack copyWithSize(ItemStack stack, int newSize)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,isStackEqual,method,"boolean isStackEqual(ItemStack key, ItemStack other)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IInput,isNBTExact,method,"boolean isNBTExact(ItemStack subject, ItemStack target)",DECLARED
recipes,ic2.api.recipes.ingridients.inputs.INullableInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,serialize,method,JsonObject serialize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,asIngredient,method,Ingredient asIngredient(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,getComponents,method,List<ItemStack> getComponents(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,getInputSize,method,int getInputSize(),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,matches,method,boolean matches(ItemStack stack),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,serialize,method,void serialize(FriendlyByteBuf buffer),DECLARED
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,serialize,method,JsonObject serialize(),DECLARED
