domain,fqcn,member,kind,signature_or_value,notes
reactor,ic2.api.reactor.planner.SimulatedStack,getStats,method,java.util.List getStats(),public
reactor,ic2.api.reactor.planner.SimulatedStack,getStoredHeat,method,"ic2.api.reactor.planner.int getStoredHeat(ic2.api.reactor.planner.ISimulatedReactor reactor, ic2.api.reactor.planner.int x, ic2.api.reactor.planner.int y)",public
reactor,ic2.api.reactor.planner.SimulatedStack,getValidType,method,ic2.api.reactor.IReactorPlannerComponent.ReactorType getValidType(),public
reactor,ic2.api.reactor.planner.SimulatedStack,load,method,void load(net.minecraft.nbt.CompoundTag data),public
reactor,ic2.api.reactor.planner.SimulatedStack,reset,method,void reset(),public
reactor,ic2.api.reactor.planner.SimulatedStack,save,method,net.minecraft.nbt.CompoundTag save(),public
reactor,ic2.api.reactor.planner.SimulatedStack,simulate,method,"void simulate(ic2.api.reactor.planner.ISimulatedReactor reactor, ic2.api.reactor.planner.int x, ic2.api.reactor.planner.int y, ic2.api.reactor.planner.boolean heatTick, ic2.api.reactor.planner.boolean damageTick)",public
reactor,ic2.api.reactor.planner.SimulatedStack,storeHeat,method,"ic2.api.reactor.planner.int storeHeat(ic2.api.reactor.planner.ISimulatedReactor reactor, ic2.api.reactor.planner.int x, ic2.api.reactor.planner.int y, ic2.api.reactor.planner.int heatChange)",public
reactor,ic2.api.reactor.planner.SimulatedStack,syncStack,method,net.minecraft.world.item.ItemStack syncStack(net.minecraft.world.item.ItemStack original),public
reactor,ic2.api.reactor.planner.Tracker,addChange,method,void addChange(ic2.api.reactor.planner.int value),public
reactor,ic2.api.reactor.planner.Tracker,commit,method,void commit(),public
reactor,ic2.api.reactor.planner.Tracker,getAverage,method,ic2.api.reactor.planner.float getAverage(),public
reactor,ic2.api.reactor.planner.Tracker,getCount,method,ic2.api.reactor.planner.int getCount(),public
reactor,ic2.api.reactor.planner.Tracker,getTotal,method,ic2.api.reactor.planner.int getTotal(),public
reactor,ic2.api.reactor.planner.Tracker,load,method,void load(net.minecraft.nbt.CompoundTag tag),public
reactor,ic2.api.reactor.planner.Tracker,reset,method,void reset(),public
reactor,ic2.api.reactor.planner.Tracker,save,method,net.minecraft.nbt.CompoundTag save(net.minecraft.nbt.CompoundTag tag),public
recipes,ic2.api.recipes.RecipeRegistry,BLAST_FURNACE,field,ic2.api.util.SidedObject BLAST_FURNACE,public
recipes,ic2.api.recipes.RecipeRegistry,CANNER,field,ic2.api.util.SidedObject CANNER,public
recipes,ic2.api.recipes.RecipeRegistry,CAN_EFFECTS,field,ic2.api.recipes.registries.IFoodCanRegistry CAN_EFFECTS,public
recipes,ic2.api.recipes.RecipeRegistry,COMPRESSOR,field,ic2.api.util.SidedObject COMPRESSOR,public
recipes,ic2.api.recipes.RecipeRegistry,CRAFTING,field,ic2.api.recipes.registries.IAdvancedCraftingManager CRAFTING,public
recipes,ic2.api.recipes.RecipeRegistry,ELECTROLYZER,field,ic2.api.util.SidedObject ELECTROLYZER,public
recipes,ic2.api.recipes.RecipeRegistry,EXTRACTOR,field,ic2.api.util.SidedObject EXTRACTOR,public
recipes,ic2.api.recipes.RecipeRegistry,FLUID_FUELS,field,ic2.api.util.SidedObject FLUID_FUELS,public
recipes,ic2.api.recipes.RecipeRegistry,FURNACE,field,ic2.api.util.SidedObject FURNACE,public
recipes,ic2.api.recipes.RecipeRegistry,FUSION_REACTOR,field,ic2.api.util.SidedObject FUSION_REACTOR,public
recipes,ic2.api.recipes.RecipeRegistry,INGREDIENTS,field,ic2.api.recipes.registries.IIngredientRegistry INGREDIENTS,public
recipes,ic2.api.recipes.RecipeRegistry,MACERATOR,field,ic2.api.util.SidedObject MACERATOR,public
recipes,ic2.api.recipes.RecipeRegistry,MASS_FABRICATOR,field,ic2.api.util.SidedObject MASS_FABRICATOR,public
recipes,ic2.api.recipes.RecipeRegistry,MIXING_FURNACE,field,ic2.api.util.SidedObject MIXING_FURNACE,public
recipes,ic2.api.recipes.RecipeRegistry,POTION_BREWING,field,ic2.api.util.SidedObject POTION_BREWING,public
recipes,ic2.api.recipes.RecipeRegistry,RARE_EARTH,field,ic2.api.util.SidedObject RARE_EARTH,public
recipes,ic2.api.recipes.RecipeRegistry,RECYCLER,field,ic2.api.util.SidedObject RECYCLER,public
recipes,ic2.api.recipes.RecipeRegistry,SAWMILL,field,ic2.api.util.SidedObject SAWMILL,public
recipes,ic2.api.recipes.RecipeRegistry,SCRAP_BOX,field,ic2.api.util.SidedObject SCRAP_BOX,public
recipes,ic2.api.recipes.RecipeRegistry,SMOKER,field,ic2.api.util.SidedObject SMOKER,public
recipes,ic2.api.recipes.RecipeRegistry,UU_SHAPES,field,ic2.api.util.SidedObject UU_SHAPES,public
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,EMPTY,field,ic2.api.recipes.ingridients.generators.IOutputGenerator EMPTY,public
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,addItems,method,void addItems(java.util.function.Consumer output),public
recipes,ic2.api.recipes.ingridients.generators.EmptyGenerator,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.generators.IOutputGenerator,addItems,method,void addItems(java.util.function.Consumer output),public
recipes,ic2.api.recipes.ingridients.generators.IOutputGenerator,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.generators.ItemGenerator,addItems,method,void addItems(java.util.function.Consumer output),public
recipes,ic2.api.recipes.ingridients.generators.ItemGenerator,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.generators.ItemWithNBTGenerator,addItems,method,void addItems(java.util.function.Consumer output),public
recipes,ic2.api.recipes.ingridients.generators.ItemWithNBTGenerator,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.ArrayInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,INSTANCE,field,ic2.api.recipes.ingridients.inputs.IInput INSTANCE,public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.EmptyInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.FluidInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,copyWithSize,method,"net.minecraft.world.item.ItemStack copyWithSize(net.minecraft.world.item.ItemStack stack, ic2.api.recipes.ingridients.inputs.int newSize)",public
recipes,ic2.api.recipes.ingridients.inputs.IInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,isNBTExact,method,"ic2.api.recipes.ingridients.inputs.boolean isNBTExact(net.minecraft.world.item.ItemStack subject, net.minecraft.world.item.ItemStack target)",public
recipes,ic2.api.recipes.ingridients.inputs.IInput,isStackEqual,method,"ic2.api.recipes.ingridients.inputs.boolean isStackEqual(net.minecraft.world.item.ItemStack key, net.minecraft.world.item.ItemStack other)",public
recipes,ic2.api.recipes.ingridients.inputs.IInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,matchesAll,method,ic2.api.recipes.ingridients.inputs.boolean matchesAll(net.minecraft.world.item.ItemStack... stacks),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,matchesAny,method,ic2.api.recipes.ingridients.inputs.boolean matchesAny(net.minecraft.world.item.ItemStack... stacks),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,readFluidStack,method,net.minecraftforge.fluids.FluidStack readFluidStack(com.google.gson.JsonObject obj),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,readNBT,method,net.minecraft.nbt.CompoundTag readNBT(ic2.api.recipes.ingridients.inputs.String s),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,writeFluidStack,method,com.google.gson.JsonObject writeFluidStack(net.minecraftforge.fluids.FluidStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.IInput,writeItemStack,method,"com.google.gson.JsonObject writeItemStack(net.minecraft.world.item.ItemStack stack, ic2.api.recipes.ingridients.inputs.boolean includeSize)",public
recipes,ic2.api.recipes.ingridients.inputs.INullableInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.IngredientInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.ItemInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,ic2.api.recipes.ingridients.inputs.IInput createItemList(net.minecraft.world.level.ItemLike... prov),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"ic2.api.recipes.ingridients.inputs.IInput createItemList(ic2.api.recipes.ingridients.inputs.int size, net.minecraft.world.level.ItemLike... prov)",public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"ic2.api.recipes.ingridients.inputs.IInput createItemList(ic2.api.recipes.ingridients.inputs.int size, ic2.api.recipes.ingridients.inputs.boolean or, net.minecraft.world.level.ItemLike... prov)",public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,ic2.api.recipes.ingridients.inputs.IInput createItemList(net.minecraft.world.item.ItemStack... prov),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"ic2.api.recipes.ingridients.inputs.IInput createItemList(ic2.api.recipes.ingridients.inputs.int size, net.minecraft.world.item.ItemStack... prov)",public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,createItemList,method,"ic2.api.recipes.ingridients.inputs.IInput createItemList(ic2.api.recipes.ingridients.inputs.int size, ic2.api.recipes.ingridients.inputs.boolean or, net.minecraft.world.item.ItemStack... stacks)",public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.ItemListInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.ItemStackInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.ItemTagInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,asIngredient,method,net.minecraft.world.item.crafting.Ingredient asIngredient(),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,getComponents,method,java.util.List getComponents(),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,getInputSize,method,ic2.api.recipes.ingridients.inputs.int getInputSize(),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,matches,method,ic2.api.recipes.ingridients.inputs.boolean matches(net.minecraft.world.item.ItemStack stack),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.inputs.SubItemInput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.queue.IInputter,addItemIntoSlot,method,"void addItemIntoSlot(ic2.api.recipes.ingridients.queue.int slot, net.minecraft.world.item.ItemStack stack)",public
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,addToInventory,method,ic2.api.recipes.ingridients.queue.boolean addToInventory(ic2.api.recipes.ingridients.queue.IInputter inventory),public
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,getStack,method,net.minecraft.world.item.ItemStack getStack(),public
recipes,ic2.api.recipes.ingridients.queue.IStackOutput,save,method,void save(net.minecraft.nbt.CompoundTag save),public
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,addToInventory,method,ic2.api.recipes.ingridients.queue.boolean addToInventory(ic2.api.recipes.ingridients.queue.IInputter inventory),public
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,getStack,method,net.minecraft.world.item.ItemStack getStack(),public
recipes,ic2.api.recipes.ingridients.queue.MultiStackOutput,save,method,void save(net.minecraft.nbt.CompoundTag save),public
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,addToInventory,method,ic2.api.recipes.ingridients.queue.boolean addToInventory(ic2.api.recipes.ingridients.queue.IInputter inventory),public
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,getStack,method,net.minecraft.world.item.ItemStack getStack(),public
recipes,ic2.api.recipes.ingridients.queue.SimpleStackOutput,save,method,void save(net.minecraft.nbt.CompoundTag save),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getAllOutputs,method,java.util.List getAllOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getChance,method,ic2.api.recipes.ingridients.recipes.float getChance(),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getExperience,method,ic2.api.recipes.ingridients.recipes.float getExperience(),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,getMetadata,method,net.minecraft.nbt.CompoundTag getMetadata(),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, ic2.api.recipes.ingridients.recipes.IRecipeOverride overrides)",public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.ChanceRecipeOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,copyFluids,method,java.util.List copyFluids(java.util.List copy),public
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,getAllFluidOutputs,method,java.util.List getAllFluidOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,onFluidRecipeProcessed,method,"java.util.List onFluidRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, net.minecraft.world.item.ItemStack input)",public
recipes,ic2.api.recipes.ingridients.recipes.IFluidRecipeOutput,onFluidRecipeProcessed,method,"java.util.List onFluidRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, net.minecraft.world.item.ItemStack input, ic2.api.recipes.ingridients.recipes.IRecipeOverride overrides)",public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,copyItems,method,java.util.List copyItems(java.util.List copy),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getAllOutputs,method,java.util.List getAllOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getExperience,method,ic2.api.recipes.ingridients.recipes.float getExperience(),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,getMetadata,method,net.minecraft.nbt.CompoundTag getMetadata(),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, ic2.api.recipes.ingridients.recipes.IRecipeOverride overrides)",public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.recipes.IRecipeOutputChance,getChance,method,ic2.api.recipes.ingridients.recipes.float getChance(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getAllFluidOutputs,method,java.util.List getAllFluidOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getAllOutputs,method,java.util.List getAllOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getExperience,method,ic2.api.recipes.ingridients.recipes.float getExperience(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,getMetadata,method,net.minecraft.nbt.CompoundTag getMetadata(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,onFluidRecipeProcessed,method,"java.util.List onFluidRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, net.minecraft.world.item.ItemStack input)",public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.RangeFluidOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getAllOutputs,method,java.util.List getAllOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getExperience,method,ic2.api.recipes.ingridients.recipes.float getExperience(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,getMetadata,method,net.minecraft.nbt.CompoundTag getMetadata(),public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.RangeRecipeOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.recipes.SawMillOutput,RECIPE_FLAG,field,"ic2.api.recipes.ingridients.recipes.String RECIPE_FLAG = ""saw_upgrade""",public
recipes,ic2.api.recipes.ingridients.recipes.SawMillOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,getAllFluidOutputs,method,java.util.List getAllFluidOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,onFluidRecipeProcessed,method,"java.util.List onFluidRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags, net.minecraft.world.item.ItemStack input)",public
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleFluidOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getAllOutputs,method,java.util.List getAllOutputs(),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getExperience,method,ic2.api.recipes.ingridients.recipes.float getExperience(),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,getMetadata,method,net.minecraft.nbt.CompoundTag getMetadata(),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,onRecipeProcessed,method,"java.util.List onRecipeProcessed(net.minecraft.util.RandomSource rand, net.minecraft.nbt.CompoundTag persistentData, net.minecraft.nbt.CompoundTag recipeFlags)",public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,serialize,method,void serialize(net.minecraft.network.FriendlyByteBuf buffer),public
recipes,ic2.api.recipes.ingridients.recipes.SimpleRecipeOutput,serialize,method,com.google.gson.JsonObject serialize(),public
recipes,ic2.api.recipes.misc.ICanEffect,getID,method,net.minecraft.resources.ResourceLocation getID(),public
recipes,ic2.api.recipes.misc.ICanEffect,getOverrideIcon,method,net.minecraft.client.renderer.texture.TextureAtlasSprite getOverrideIcon(),public
recipes,ic2.api.recipes.misc.ICanEffect,getTooltip,method,net.minecraft.network.chat.Component getTooltip(),public
recipes,ic2.api.recipes.misc.ICanEffect,onFoodEaten,method,"void onFoodEaten(net.minecraft.world.item.ItemStack stack, net.minecraft.world.entity.player.Player player)",public
recipes,ic2.api.recipes.misc.RecipeFlags,"CONSUME_CONTAINERS,KEEP_IN_INPUT,HIDE_RECIPE",enum,CONSUME_CONTAINERS|KEEP_IN_INPUT|HIDE_RECIPE,constants
recipes,ic2.api.recipes.misc.RecipeFlags,apply,method,net.minecraft.nbt.CompoundTag apply(),public
recipes,ic2.api.recipes.misc.RecipeFlags,applyFlag,method,"net.minecraft.nbt.CompoundTag applyFlag(net.minecraft.nbt.CompoundTag nbt, ic2.api.recipes.misc.boolean flag)",public
recipes,ic2.api.recipes.misc.RecipeFlags,getFlag,method,"ic2.api.recipes.misc.boolean getFlag(net.minecraft.nbt.CompoundTag nbt, ic2.api.recipes.misc.boolean defaultValue)",public
recipes,ic2.api.recipes.misc.RecipeMods,"ENERGY_USAGE,RECIPE_TIME",enum,ENERGY_USAGE|RECIPE_TIME,constants
recipes,ic2.api.recipes.misc.RecipeMods,apply,method,"ic2.api.recipes.misc.int apply(net.minecraft.nbt.CompoundTag compound, ic2.api.recipes.misc.int base)",public
recipes,ic2.api.recipes.misc.RecipeMods,apply,method,"ic2.api.recipes.misc.int apply(ic2.api.recipes.misc.int min, ic2.api.recipes.misc.int base, ic2.api.recipes.misc.int extra, ic2.api.recipes.misc.double multiplier)",public
recipes,ic2.api.recipes.misc.RecipeMods,apply,method,"ic2.api.recipes.misc.int apply(ic2.api.recipes.misc.int base, ic2.api.recipes.misc.int extra, ic2.api.recipes.misc.double multiplier)",public
recipes,ic2.api.recipes.misc.RecipeMods,apply,method,"ic2.api.recipes.misc.float apply(ic2.api.recipes.misc.float min, ic2.api.recipes.misc.float base, ic2.api.recipes.misc.float extra, ic2.api.recipes.misc.double multiplier)",public
